Dokumentname,Code,Anfang,Ende,Segment
reflection_assignment_P9,Level 1,2,2,"There are several reasons to practice Data Science and it depends on many factors such as the  amount and quality of data, computing resources, problem use case, and productive time ratio.  If I am working on a DS project and data is in GB, it's not feasible enough to load the complete  dataset on local system RAM due to memory constraints. So here different practice comes into  play, either I have to load the data into small chunks and tune the algorithm to ingest it  accordingly or completely move to cloud services. If the project requires to use of the traditional  Machine Learning Algorithms then it can be run using CPU, with no required extra GPU power.  But if a project is more advanced like face recognition where transformers are getting used and  implemented, then I have to opt for GPU which is more reliable to perform on the cloud. Another  case can be Distributed Computing and Parallelism. If the client requires to use of the PySpark  framework, then it has to be gonna on a cloud platform to harness the juice out of the library. So  practice keeps changing based on the project's requirements, which framework is getting used,  and how much time is required to complete the task. How severe is the scope of the projects?  
"
reflection_assignment_P9,Level 1,2,2,"There is numerous concept which was encapsulated into the course. The main objective is to  make humans understand the data and the model. How much the model is explainable to  normal human beings and to what extent by keep other parameters intact? The course tries to  dissect the concepts into a much finer grain from the ethical point of view. How the output will  impact society? Is there any kind of bias in the data or model? How much model reflect the  trustworthy and explainable side? We try to interpret the model from the logical point of view, not  through the technical side. We try to question the output of the model, either it can be  generalized to the whole population, or it's only worth it for a small subset of the person due to  bias, and unfairness.  
"
reflection_assignment_P9,Level 3,2,2,"As Data scientists, we only consider the evaluation metric, we give more  importance to F1 score or accuracy but we never give a thought to real impact.  
"
reflection_assignment_P9,Level 3,2,2,"Many takeaways from the course but one biggest takeaway is that fairness. Previously I trained  the model regardless of taking into consideration of protected attributes like sex, age, and race.  Doesn’t give a second thought to whether this will impact the other data attributes or the final  predicted value. But after going through the concept, I realized these kinds of attributes should  be handled with utmost care and separately.  
"
reflection_assignment_P9,Level 3,2,3,"There was turnover at some points during the  course when going through the bias discrimination, and fairness. These concepts lead to the  foundation of ethical Data Science. As DS practitioners, we have to understand the concepts of  bias, how is it introduced, what its impact and the optimal ways to handle it.  
When concepts get clear and try to implement into the existing process then time is increased in  significant proportions.  
"
reflection_assignment_P9,Level 3,3,3,"Previously I was considerate only about the accuracy of the model but  now there are lots to keep in mind. The important thing is the data, the source of data, how data  is collected and under which circumstances, and how genuine and reliable the data is. When  come to feature engineering, here I have to consider the attributes and biases in the data. While  writing an algorithm or choosing a pre-existing library, I have to see the interpretability and  explainability of the model. It's not a good practice to simply train the model and don't know the  underlying working. So choosing the model should answer these questions regarding  transparency and Interpretability. So while keeping all these factors and then training the model,  it increased the time frame for developing one model or working on a project.  
"
reflection_assignment_P9,Level 1,3,3,"If the model is biased, then the prediction will not be accurate, it will always be against one  group of people so that group of people will never thrive and always be discriminated against.  
"
reflection_assignment_P9,Level 3,3,3,"Before going through the course content, I was developing collecting the data, performed EDA,  feed the data into the algorithm to create the model, run hyperparameter optimization to improve  the evaluation metric and take the unseen data and make the prediction out of the data. So it  was just a set of tasks to perform in a complete pipeline. Without going any further in  understanding or analyzing the depth of the outcome. I was mostly bothered about the output  regardless of how it impacts society, what the value the model is generating, apart from the  monetary advantage, is the model is also ethically proving itself. While back not think about all  these points and just developed them.  
"
reflection_assignment_P9,Level 3,3,3,"When implementing the course concepts in a real project, in starting it was difficult to  understand how fairness or bias to handle. Looking for some resources on the internet, and  reading blogs, as these concepts are relatively new. Many research papers or journals are  written and published but from practical aspects, it's still much more behind. There are not  enough open source libraries to implement these concepts. The decision leads to the  performance of the model, and how fair one attributes is above others. Which attributes most  impact the model decision? Now overall deciding factor is not only the accuracy but also the  value it creates.  
"
reflection_assignment_P9,Level 3,3,4,"Yes, the perception has been vastly impacted by the introduction of these concepts. A new way  of looking is introduced. As practitioners and from a technical point of view bias and fairness  are the most important factors above other factors such as values and privacy. For instance  suppose, there is a dataset that consists of multiple target labels and these are the proportions  
of 5:4:5:1. So to handle the imbalance data, either I remove the complete instance of less label  or make it null. But now I consider before performing those operations and think how these will  impact the model output. Its decision will be impacted by how much. So my scope view is  widened in depth. Analyzing every aspect of the code and doing it correctly whether stack  holders are with it or not. The more important is to put the result in a very transparent manner  not to hide or overlap the results by making some tweaks to improve the model performance.   
"
reflection_assignment_P9,Level 3,4,4,"While working on DS projects, I always make sure that the lecture concepts is in pipeline. From  the data side, bias and features are handled properly. When choosing the algorithm make sure  that the model is interpretable up to a certain extent and explainable. It shouldn’t be a complete  black box to understand. While presenting the report via visualization or through the table, it  should be clear and easy to grasp. Modular code should be written so it can be used for  different projects also.  
"
reflection_assignment_P9,Level 1,4,4,"To inculcate these things into daily DS work, there are different ways for different things. As for  writing the code, we can take help for an extension that formates the code and is representable  and self-explanatory. From model interpretability, Lime and sharp can be used for better  understanding. For analyzing the data fairness and bias, the ai360 library can be used which  gives a better analytical view.  
"
reflection_assignment_P9,Level 3,4,4,"The drawback of implementing all these things is time constraints. For every project, there is a  time set by the managers, so as developers we are restrained to deliver outcomes within the  given time frame. Sometimes these tasks (fairness, interpretability) doesn’t take the topmost  priority and leave behind. Other reasons are when presenting the transparent results to clients  or stakeholders, they are not boarded with the outcome which has further consequences.  
"
reflection_assignment_P9,Level 3,4,4,"As a Data Scientist, I feel these are good practices to include but sometimes these are too  overwhelming and create other effects.  
"
reflection_assignment_P9,Level 3,5,5,"The assignments are straightforward to implement and the task is distributed among the team  members. For individual tasks, it took on average 2 to 3 hrs to research and implement.  The assignments are useful as its directly related to the course lecture. One thing is to point out  that there should be an option to choose a library to implement. The ai360 library is not well  updated and it doesn’t support the new ARM architecture, so it takes more time to find a  workaround method.  
"
Reflection_assignment_P10,Level 2 (a),2,2,"I am a graduate in Computer Science and Engineering with around 6 years of experience in the field of application  development and Database management. Over the years, my relationship with data has evolved from a conventional  query optimisation, data modelling and data manipulation approach to more a dynamic domain like data scraping,  data visualisation, feature engineering to modelling Machine learning algorithms. This technical growth over the years  encouraged me to pursue Data Science and create a niche for myself in this exciting domain of endless opportunities  
"
Reflection_assignment_P10,Level 2 (b),2,2,"If I  have to highlight the relevance of Human Centered Data Science course in the form of a paraphrase in would say, HCDS  has been able to convincingly explain me the difference between a technical growth and an intellectual evolution. I, in  the following sections will try to justify this.  
"
Reflection_assignment_P10,Level 1,2,2,"Until recently, the approach to data related problems have been quite mechanical as depicted in the figure below. 
Fig. 2. Conventional Data Science Workflow 
This approach points us to the inherent understanding that we are dealing with numbers and data which are devoid  of emotions and are non-living entities. Such a notion is highly misplaced as in the age of extensive digitisation data  is nothing but our digital footprint. What we believe? How we react? What are the prevalent prejudices? Our strength  , weaknesses as well as our secrets, are all being tracked and recorded in perpetuity.  
"
Reflection_assignment_P10,Level 2 (a),3,3,"Even though there has been a passing debate on data ethics, the institutional framework - which could oversee dis-cussions,implementation and evolution of best practices concerning ethics is Data Science - has largely been missing.  This experience of mine is from India where Privacy is trivialised and at times not even considered as an unalienable  Human right  
"
Reflection_assignment_P10,Level 1,3,3,"As a Data Scientist, its easy to work in a unregulated setup given that the laws are not strict and the society at large has  a don’t care attitude towards inherent bias and privacy and institutions are largely unaccountable and non-transparent.  But Data Science practices devoid of ethics is a ticking time-bomb which can have severe consequences as evident from  Cambridge Analytica case.  
"
Reflection_assignment_P10,Level 1,3,3,"Human Centered Data Science course primarily seeks to inculcate Human-centered perspective which can then harness  the automated power of computational techniques on one end and simultaneously account for the highly situated and  nuanced nature of social activity on the other. It aims to achieve this by raising interest and provoking reflection at  every phase of Data Science workflow.  
"
Reflection_assignment_P10,Level 1,3,3,"Reflection is an overarching term which seeks to bring about a paradigm shift from a conventional approach of  ’Technically focused Data Science Practice’ to a more organic way that is ’Critical Technical Practice’. This is the only  way by which we can consciously honour and integrate human values like Fairness, Privacy, Accountability and Trans-parency and progressively understand the nuances associated with these and improve.  
"
Reflection_assignment_P10,Level 1,3,4,"In order to inculcate Human-Centred perspective the course proposes an essential intervention which is to under-stand the context of the data. This can only be achieved by integrating qualitative methods to existing quantitative approaches. This can be done by specialising in the respective domain knowledge. Domain knowledge can help un-derstand the nuances associated with the origin of data, notion of fairness and biases in the given context as well  as privacy concerns. Further, the principle of reproduciblity ensures that our work remains transparent and open to  scrutiny  
"
Reflection_assignment_P10,Level 3,4,4,"As an aspiring data scientist it brings about a much needed clarity in the scheme of data science workflow  in order to make problem solving essentially for the people, by the people and of the people. Eventually, in medium and  long run, this course is going to play a pivotal role in guiding me towards responsible AI and explainable AI.  
"
Reflection_assignment_P10,Level 2 (b),4,4,"What is certainly the most satisfying aspect of this course has been its application oriented approach. The assignments  handed over to us progressively gave us an overview of how ethical principles for instance Fairness, transparency,  explainable AI and privacy can be integrated into the data science workflow. Playing around with protected attributes,  bias mitigation strategies and LIME gave us a new perspective in the field of data science.  
"
Reflection_assignment_P10,Level 2 (a),4,4,"The lectures and assignments  on Explainable AI shattered my (mis)understanding that data science is largely based on black box approach.  
"
Reflection_assignment_P10,Level 2 (b),4,4,"The assignment on reproducibility provided us with first hand experience to replicate the findings of the research paper  and understand why reproducibility is the fundamental basis of any research work.  
"
Reflection_assignment_P10,Level 2 (b),4,4,"I always heard about algorithms  being unfair to certain gender, ethno-linguistic groups and religious minorities. The concept of protected attributes  which seems so trivial once understood explained to us how algorithms actually mimics human prejudices and bias  and what changes we need to incorporate in order to make AI systems fairer and more objective. While I had over the  years came across several literature talking about AI induced biases and discrimination along with breach of privacy,  diving into the technical aspects of these to understand their implementation and associated challenges have been an  invaluable takeaway from this course.  
"
Reflection_assignment_P10,Level 3,4,4,"Given the fact that ethics in Data Science domain is still evolving, the notion of shared ethos, personal values and  values of stakeholders taught in this course will serve as an important guiding light to enhance the trust and credibility  of AI systems viz-a-viz prevalent social-cultural and political landscape. In the same context it becomes important to  conform our Data Science practice to changing regulatory regime. With the advent of GDPR regulations the need to  comply with legal norms in order to be in the game has been formally established. Most importantly, ethical principles  like utilitarianism and deontology will hereby shape my own values and provide me a moral basis to stand by them in  situations when my personal ethos will be in conflict with the organisational ethos and vested interests.  
"
Reflection_assignment_P10,Level 3,4,4,"This epoch of Artificial Intelligence is perhaps the most significant aspect of the present Anthropocene era. While we  are all aware of its immense potential, success of this technology lies in how well we are able to address the ethical  concerns arising from it. My future data science practice will now be a conscious one with not just my all brain but  also all heart into it.  
"
Reflection_assignment_P10,Level 3,4,4,"The course has provided me a good starting point to ponder upon different aspects of data driven decision making  and even challenge the existing ones based on the accepted ethical benchmarks. I see within myself a strategic shift  from a technology centred perspective to a human centred approach. Technology is for humans, human are not for  the technology. The society which gets overwhelmed by the technology will only be enslaved by its own creation. This  course is all about ensuring that human intelligence prevails artificial ones.  
"
Reflection_assignment_P10,Level 3,4,5,"I also understand that the domain of explainable AI, Fairness and Bias are relatively new where new changes are  witnessed every passing day. It is true that we learnt important concepts and tools like bias mitigation strategies and LIME which is a humble starting point. But this is just a tip of an ever evolving iceberg and I need to build from  here to catch up with the new developments and unlearn the obsolete ones in order to keep my data science practices  accountable, fair and eventually credible.   
"
Reflection_assignment_P10,Level 3,5,5,"When I enrolled for Human Centered Data Science as a part of our Ethics module I had an impression that it will be  dry and largely non-technical. My naive mind could not convincingly accept the hypothesis that philosophical under-pinnings like Fairness, Privacy and Virtues can actually be integrated into technology. I always considered technology as  neutral and this has been the fundamental mistake in accessing it viz-a-viz Human values and ethical benchmarks. I  can now firmly assert that technology mimics Human race and a conscious, concrete and continuous effort is needed to  make this geological epoch more dignified, fair, just, accountable and transparent besides being efficient, faster and  convenient. To sum up, I can now confidently say, the world of Data Science for me will not be the same as before and  the culture of reflection inculcated through this course will make Data Science practices more organic and evolutionary  just like Human endeavours and relationships.  
"
reflection_assignment_P11,Level 1,1,1,"I’m a graduate of Computer Science and have one and a half years of experience in Data Science.  I have extensive experience in using state-of-the-art machine learning algorithms, especially in  supervised learning. My skills before taking this course were not just limited to applying and  optimizing ML Algorithms but also to data analytics and statistical tests to find key statistics  and visualize insights. In short, I had enough and only technical skills.  
"
reflection_assignment_P11,Level 1,1,2,"If I talk about HCDS, it has explained the ethical perspectives like intellectual evolution and its difference with technical  broadening. In the later sections, I will dig deeper to explain my projects and their workflows.  
"
reflection_assignment_P11,Level 1,2,2,"I completed a final year project in machine learning that was about providing a route planner  system to residents of New York to plan the best trips in future three days. The data was collected 
from Uber Movement and it was a self-supervised learning system that got good accuracy  
"
reflection_assignment_P11,Level 1,2,2,"Afterwards, I completed several data science projects in biomedical, financial and information  systems. Where I utilised my skills to solve different problems.  
"
reflection_assignment_P11,Level 1,2,3,"In my ongoing master’s program,  I have completed some advanced courses in the first semester like Programming, Statistics and  Machine Learning in Data Science that has given me the confidence to think statistically and  use appropriate techniques (algorithms) to address different problems using Python as a primary  language. And I just got to learn only the technical approach to solving issues. Following is the  traditional life cycle I used before taking this course: 
Fig. 1. Workflow of my previous Data Science practice  
As we can see in figure 1, as in industry I also followed the same sequence of workflow to solve  problems in data science.   
"
reflection_assignment_P11,Level 3,3,3,"Another interesting project was adult income classification and which was a mandatory project  in the Machine Learning course of this master’s program. The project aimed to predict adult in-come based on customer data. I adopted the traditional approach of the data science life cycle 
to accomplish the goal. But, I noticed problems arose when the model was biased towards some  specific classes. Like, in the last semester, when I completed the project(Adult Income Classifica-tion) in ML. I found out that the model was biased toward Male Gender, and its True Positive Rate  (TPR) ratio is much greater than of Female ratio.  
"
reflection_assignment_P11,Level 3,3,3,"Also, there are outdated datasets (like German  Credit Data) that seem incorrect because some important information (like data collection proce-dure) is hidden and no clue about how data was collected. There was a lack of transparency in 
previous practice. The reason was that there was less often awareness about these ethical perspec-tives in the industry where we are supposed to use the traditional lifecycle without any ethical 
concern, which is used to solve specific tasks.  
"
reflection_assignment_P11,Level 3,3,3,"I’m grateful to take this course for my master’s to get a deeper understanding of the ethical aspects  of data science. The human-Centered approach has enabled me to think critically and use data in 
an ethically responsible manner so that the data science practice can be socially acceptable.  
"
reflection_assignment_P11,Level 1,3,3,"It  introduces various interventions in different stages of the technical workflow of data science.  These interventions are illustrated in the following figure: 
As we can see in figure 2, at each stage there is a proposed intervention to eliminate bias and  make the process fair. It’s necessary to understand the data collection process to authenticate the  data quality as well as its authenticity and after that making it fair by removing bias is mandatory  to make the data science practice ethical.  
"
reflection_assignment_P11,Level 1,3,3,"Reproducible workflow ensures results obtained in the  same experiment should be achieved again with higher reliability, similarly Explainable AI helps  interpret the model to technical persons while using its interface helps explain the working of the  model to non-technical users as well.  
"
reflection_assignment_P11,Level 3,3,4,"This course has changed my thinking and view about ethical aspects of data science and helped 
me to think critically about technical practice during the whole life cycle. I heard in past that AI  will automate different kinds of jobs and so reduce the jobs in different sectors. But in this course,  I got to learn that in companies when building an AI system, developers don’t take care of ethical  aspects, and it might be due to less awareness about data ethics or maybe a wrong belief that  technology is neutral. In this course, I got to learn and understand that Technology is neither good  nor bad; nor is it neutral. An example was given where a biased model recognize people with black 
Fig. 2. Proposed Interventions in Data Science workflow. 
faces as gorillas, etc. So, we have to remove the bias and get a balance proportion or maybe use  bias mitigation techniques to remove the bias. Fairness, Accountability and Transparency are the  human values that can be honoured through this way of critical practice.   
"
reflection_assignment_P11,Level 1,4,4,"Transparency is important to make fair decisions, it describes openness, interpretability and  algorithmic transparency. Interpretability is defined as an ability to explain or to present in un-derstandable terms to a human. It further explores interpretable machine learning and its use to  explain how the model works. I studied different characteristics of model interpretability and its  approaches to making complex models interpretable, it also improves transparency. Intrinsic and  Post-hoc are the most useful interpretability techniques. Intrinsic interpretability techniques refer  to models that can be interpreted by themselves, they are transparent and it’s most models are  model-specific. While Post-hoc techniques refer to explanation methods that are used to create  explanations, it’s most methods are model agnostic(i.e. LIME). There are various tools available,  like Local Interpretable Model-Agnostic Explanations (LIME), to explain the working of models.  Based on the heuristic approach, LIME makes fast computations and can explain textual and im-age data, it aims to help users by explaining individual predictions using interactive plots. Here  is an example of a LIME explanation: subcaption 
As we can see in Figure 5, shows the coefficients and their weightage to the output  
"
reflection_assignment_P11,Level 3,5,5,"As I mentioned earlier in explaining my projects that while having data pre-processed I applied  the ML Algorithms and I got very good accuracy and other scores as well. But after studying  this course, I re-run the projects again and wondered to see that my models were biased towards  specific gender (i.e. Male) due to its large proportion of data and noticed similar mistakes with  other projects as well where I didn’t care about protected attributes.  
"
reflection_assignment_P11,Level 3,5,6,"This course is very helpful 
and has changed my views and decision-making toward data science practice. The more satisfying part was its practical implementation of concepts, like solving such problems in tutorials. And the  tutorial exercises gave us an overview of how ethical principles can be integrated into the data  science workflow.   
"
reflection_assignment_P11,Level 3,6,6,"As I discussed earlier, I had no intuition about how AI without ethics can harm society, I got  the new learning. In my point of view, it’s very important and mandatory to consider ethics  and values in AI so that the developed system can have no negative impact (discrimination) on  people. Similarly, Bias should be mitigated in Data Science projects and Fairness is ensured in  complete data science practice so that models can’t consider sensitive variables (like gender, eth-nicity, colour, etc.) for decision-making. I learned about protected attributes and why we should  avoid using them as the basis for decision-making. Recently, I eliminated protected attributes in  my projects that were discriminating in predicting adult income projects and some other projects  too.  
"
reflection_assignment_P11,Level 1,6,6,"I learned to use different mitigation strategies( i.e. pre-processing, in-processing and post-processing),  to eliminate the bias and make the data science practice (or model) fair. Bias mitigation strategies  and LIME gave us a new viewpoint in the field of data science.  
"
reflection_assignment_P11,Level 2 (b),6,6,"Both lectures and assignments  introduced some techniques to interpret and explain the ML algorithms that previously seemed  to be a black box to me, but now with the use of Explainable AI utilities like LIME and SHAP I’m  capable to distinguish the impactful features by visualizing their coefficients. Here is an example  that illustrates the contribution of features to a model’s prediction: 
Fig. 6. LIME Explaination 
In the above figure 5, the class of the instance is ’Christian’ and the coefficients and their values  are visualized to analyse how and which features are influencing this class. Similarly, such figures  are interesting to analyse the feature importance and help us in decision-making to consider the  features that contributed more to predicting any class.  
"
reflection_assignment_P11,Level 3,7,7,"I got a Data Scientist job, in the banking sector, recently that will start next month. I will utilize  all the learnings there to apply the technology-centred perspective to a human-centred approach  to make the system trustworthy and socially acceptable. I will also ensure transparency and ac-countability to make data-driven decision-making ethically fair. To make the system fair, I will  not use the attributes for decision-making that discriminate against people of different classes,  races, ethnicity and gender. Not just limited to my job but in any upcoming project, I will start  to apply this new practice and consider ethics and its principles, Bias Mitigation techniques and  Fairness in my practice to ensure that my data and model should be fair.  
"
reflection_assignment_P11,Level 3,7,7,"Also, I will take into ac-count Transparency and Reproducibility for a reliable workflow to achieve the same results with  the same code. To better interpret the model and explain it to end-users I will use LIME and SHAP  to make it easy to understand the working of the model and feature’s coefficients. Privacy is also  an important aspect of the practice, so I have learned to ensure user information should not be  made available on digital platforms to avoid it being traceable by anyone.  
"
reflection_assignment_P11,Level 3,7,7,"By knowing GDPR, I understand the data storage permissions and rules. It is used to enhance  EU citizens’ control over the personal data that companies can legally hold. But such regulations  are only limited to their regions. It helped me to understand why it’s necessary to store such  information. Using this practice, I will ensure the privacy of people and their trust in my practice  and using Explainable AI methods, the quality of practice will further increase. So in general, it  will eventually come up as best practice that ensures quality and ethics.  
"
reflection_assignment_P11,Level 3,7,7,"Before this course, based on the description, I believed that it will help prepare me to use ethics  in data science practice and will get to know about Explainable AI methods. After completing  this course, I can say that it was an interesting and innovative course that is a need of modern  data science practice. Its techniques should be a part of every data science project to make AI  trustworthy AI for every project. And eventually, people will practice AI without compromising  their privacy. In this way, the whole world will trust AI because it will prohibit discrimination.  I will not make false assumptions as before but rather with the new concepts and techniques of  Explainable AI I will interpret the algorithms working better and make better explanations while  speaking to non-technical people (clients) and so help them understand the working of the built  system. In future, I will implement the new data science practice(integrated with the learning of  this course).  
"
reflection_assignment_P11,Level 3,7,8,"I’m confident to say that I got to learn so many things. My initial perception of the course was that  it was non-technical and theoretical. But I’m amazed to see the latest content and well-balanced structure that provides theoretical understanding as well as their implementation to make con-cepts strong and I will remember the concepts always as I implemented the concepts on my own.  I got to acknowledge that Technology is neither good, bad or neutral, humans are. And it is our re-sponsibility to ensure fairness in AI to make it socially acceptable. I’m very satisfied and feel happy  to say that I took most of it and I like the structure of the Theoretical and Practical Implementation 
of concepts. The course can be further improved by using Docker for the Reproducibility section. 
It took me more than a week to brainstorm and write comprehensively for this reflection essay.  
"
reflection_assignment_P12,Level 3,2,2,"I was aware of the racial bias in US health care system and how women are treated unfairly in the world designed  by men. Although practicing ethics and looking for racial bias was never my primary focus while doing data science  related work. My focus area has been how to streamline and make the model more perfect, which I realize would result  in biased output as the data would itself be biased.  
"
reflection_assignment_P12,Level 2 (b),2,2,"I have worked in insurance industry where privacy of customer was given utmost importance. Given a new data  set, I was instructed to look for any potential privacy leak and report and mask it as soon as possible. Reproducibility  was practiced in work area as multiple peer reviews were done and logging of each day’s work was mandatory. These  practices helped me in laying a strong base for my professional career when it comes to understanding the possibilities/  aftermath of data violations. Although directly not involved, I understand how insurance companies highly charge the  customers who are not likely to leave the business.  
"
reflection_assignment_P12,Level 1,2,2,"In the days of technology innovations, computers are being manipulated with programs to act more like people and  eventually and eventually several social and ethical come into focus related to computer programming or artificial  intelligence.  
"
reflection_assignment_P12,Level 3,2,2,"The focus in my prior experience has been to be more efficient with the given data, while the trade off between fairness  and efficiency was never considered. In retrospective, it was not a norm to look at data from its future implications  perspective. As a junior employee, the focus would primarily be to perform well and the growth of the company would  be the only focus.  
"
reflection_assignment_P12,Level 1,2,2,"Organizations that utilize data can amass valuable information on clients habits and preferences, behaviour patterns,  purchase patterns etc which can be misused. Like all technology Big Data, AI and ML applications can be ethically  challenging to implement.  
"
reflection_assignment_P12,Level 2 (b),2,2,"For me, the HCDS course has given multidimensional view of data science practices.  Considering the different stakeholders, where to draw hard line, what could be some gray areas where nobody is right  or wrong. These discussions were an eye opener for me. The negative impacts of data related work were lesser known  to me; It spans over many facets of life: college rankings, employment application screeners, policing and sentencing  algorithms, workplace wellness programs, and the many inappropriate ways credit scores reward the rich and punish  the poor. It was furthermore interesting to note that the variables which may appear to be neutral can make biased  decisions.  
"
reflection_assignment_P12,Level 2 (a),2,2,"The negative impacts of data related work were lesser known  to me; It spans over many facets of life: college rankings, employment application screeners, policing and sentencing  algorithms, workplace wellness programs, and the many inappropriate ways credit scores reward the rich and punish  the poor  
"
reflection_assignment_P12,Level 2 (a),2,2,"It was furthermore interesting to note that the variables which may appear to be neutral can make biased  decisions.  
"
reflection_assignment_P12,Level 2 (a),2,2,"This awakening enforces the need to stop, think and check the work and its implications at each stage. HCDS  laid a strong foundation on the need to stop and think at every step of the work. The overall big picture of each work  needs to be considered at the same time the implications of the work should be given equal priority  
"
reflection_assignment_P12,Level 3,2,2,"The examples  given on how big corporates had to withdraw some unethical projects as they faced protests from their employees were  inspiring. The power of an employee and the power of whistle blowing policies should not be underestimated. While  working, be it on small scale these things had never crossed my mind. The course has helped me in identifying the  potential one employee has over identifying such discriminations and manipulations done by corporates.  
"
reflection_assignment_P12,Level 2 (a),2,2,"New methods  of data analysis and artificial intelligence are sprouting up every day, change is the only constant in such an arena.  The constant evolution needs to be constantly studied and discussed and should not be belittled.  
"
reflection_assignment_P12,Level 2 (a),2,2,"It was intriguing to  learn about the man induced disasters that humankind is currently facing in different data related arenas. Reaching a  mid-way which is safe for mankind and useful and beneficial to the stakeholders is the primary target one needs to  have, all this while having moral high ground.  
"
reflection_assignment_P12,Level 3,3,3,"In any business, one needs to study what is happening currently to improve. The biasedness in the data, or the violation  of individual’s privacy were not taken seriously until recently. The growth in technology should not be pushing  someone/community behind. The conflict would come with the funding and the purpose of the tasks/projects. Wrong  usage of data can lead to human induced disasters, which we might turn back and call blunders. The main challenge  regarding the area is the lack of strict legal measures which makes it flexible for individuals or corporates to streamline  their policies which might be harmful or destructive to some. In many circumstances, people are not aware that the  data is getting collected without explicit consent; neither it is known to people how the data would be used. Statistics  are a kind of information, so is human experience. To design a world, that is meant to work for everyone or at least  harmless to fellow beings would need thorough reviewing and discussions. Today’s laws protect data that are explicit.  However, there is no legal or normative protection for data that is implicit and non-confidential. Data mining can also  reveal sensitive information that is derived from non-sensitive data and Meta data – the so-called inference problem.  Big data may provide information and insights that contribute to socio-economic development in various forms such as  industry trends that simulate growth and empower people with research insight to solve social problems, diagnose  economic imbalances, spread awareness of new events and products, provide voice to people whose voice would be  unheard otherwise.  
"
reflection_assignment_P12,Level 1,3,3,"The initiative to put ethical implications of data science in the curriculum is a huge stepping stone to influence the future 
data scientists. From data cleaning to final model, each step needs to be thoroughly checked for its wider implications  
"
reflection_assignment_P12,Level 3,3,3,"I  believe my data science practice, unlike before, would not merely focus on the commercialized goal. The focus on data  would be of utmost importance to me. The default gender in data historically has been men. The underrepresented  communities should be focused, and analysis should be streamlined in a way to address such disparities.  
"
reflection_assignment_P12,Level 3,3,3,"The important  change in my approach in working style would be the acceptance that things could go wrong at any and each step of  a project. The data itself and the analysis/analysts or even the corporate should not be solely trusted with decision  making process. The data and the analysis should merely be a tool in making decisions. The human centered data  science was an eye opener in realizing that simply excluding certain features would not help in keeping up the ethical  standards. The new methods of data driven work throw up unexpected challenges and opportunities and place old  problems in a new light. The conflict that I see in my real-life data related work would be, if it is solely my responsibility  or some government rules and restrictions need to be actively in place to have a safe environment which would not  discriminate any  
"
reflection_assignment_P12,Level 3,3,3,"The introductory course in ethics would help every individual to have ethical viewpoint also as a  focus area while working on a project. Power and responsibility of each individual is reinforced through this course,  which was earlier unaware to the wider student community while starting a job.  
"
